,1AHW_AB_C,1BJ1_HL_VW,1CZ8_HL_VW,1DQJ_AB_C,1DVF_AB_CD,1JRH_LH_I,1KIP_AB_C,1KIQ_AB_C,1KIR_AB_C,1MHP_HL_A,1MLC_AB_E,1N8Z_AB_C,1NCA_N_LH,1NMB_N_LH,1VFB_AB_C,1XGP_AB_C,1XGQ_AB_C,1XGR_AB_C,1XGT_AB_C,1XGU_AB_C,1YQV_HL_Y,1YY9_CD_A,2B2X_HL_A,2BDN_HL_A,2JEL_LH_P,2NY7_HL_G,2NYY_DC_A,2NZ9_DC_A,2VIR_AB_C,2VIS_AB_C,3BDY_HL_V,3BE1_HL_A,3BN9_B_CD,3G6D_LH_A,3HFM_HL_Y,3IDX_HL_G,3L5X_A_HL,3LZF_AB_HL,3N85_A_LH,3NGB_HL_G,3NPS_A_BC,3SE8_HL_G,3SE9_HL_G,3W2D_A_HL,4GXU_ABCDEF_MN,4I77_HL_Z,4JPK_HL_A,4KRL_A_B,4KRO_A_B,4KRP_A_B,4NM8_ABCDEF_HL,4U6H_AB_E,4ZS6_HL_A,5C6T_HL_A
1MLC_AB_E,0.2970045951930291,0.2827856886308175,0.2670417807705067,0.9779255243567921,0.3042269518318593,0.3275571702956414,0.9640736488346017,0.9634737209835964,0.9637865819244442,0.3269953717736807,1.0,0.3012068945685696,0.3151582616159068,0.3122575237887338,0.9641863879001009,0.9764675659907073,0.9710556988662644,0.9752325953552563,0.9757465105126301,0.9779945687226274,0.9839785231382571,0.30681238332032906,0.32784572756092106,0.2880851055362119,0.3592824851942349,0.28329684895666896,0.3505253539456044,0.3627740502486484,0.36383853311920916,0.36399272287860057,0.2677441447385624,0.32142315630953916,0.33261712576709196,0.27464505456752003,0.973913217985607,0.30577263990094156,0.2859660897151038,0.36148270308276187,0.3225122150003955,0.2822445467844942,0.32720416689186604,0.30062726309441745,0.2941670767380088,0.30889571727436665,0.3172481862491136,0.30593319449177303,0.31494470280572345,0.3019515607160339,0.27498912381754187,0.2866031234237895,0.3683617842862583,0.3341803178385394,0.3266278591174081,0.29374003556696515
1N8Z_AB_C,0.2914145650074065,0.2532813698575998,0.2920493297067309,0.2985869940723875,0.257356538485818,0.30836730094852527,0.32794623797702854,0.28624562125821634,0.28189854853705965,0.3587059344470461,0.3012068945685696,1.0,0.2946120406209933,0.29494537979624524,0.28531175948376736,0.2932262935072343,0.2832982163271733,0.2927232512702152,0.2868237567625125,0.29783869523385065,0.28493464625562404,0.5236473677105232,0.36253547387777096,0.3631879910026015,0.3202474941898378,0.28045912977682136,0.24928247248395916,0.2803664069524017,0.31110935692678326,0.3107861673584144,0.3058543253432464,0.9769792236625133,0.28235254081046657,0.30231864951515836,0.2858327135640637,0.28696073036098824,0.3099927793957965,0.2483672727378642,0.9439358004588035,0.24695652503473617,0.28919029457301043,0.24050057224299903,0.2498579205263483,0.28256814053247975,0.2530679912390314,0.35889138093891915,0.28151183011496295,0.9065005243066349,0.47435066315400976,0.48835308510434744,0.2821806284572776,0.27521304364643495,0.28677007001437066,0.17690234618644665
1NCA_N_LH,0.3139739898202379,0.3061324430573885,0.30537771149421766,0.296864854451512,0.3564532629719919,0.3694107177668491,0.3299982722226123,0.3051599944586976,0.3093990719431022,0.3751690723705878,0.3151582616159068,0.2946120406209933,1.0,0.9977135361252079,0.3264684485462425,0.3154342143275235,0.32126088799864805,0.3125502955239992,0.30084368692723334,0.30894967022693276,0.30631719421254444,0.2745787403499601,0.3577252699601167,0.4339835019317641,0.3226265608609391,0.2931819561744395,0.324715500925267,0.3241927456567802,0.3009461157845505,0.30043402123024565,0.32505157644818006,0.28849263375701906,0.3379604331519118,0.3344662544548355,0.29788320595490364,0.2896319025400335,0.35959698885015834,0.22304408945559062,0.27696736207070294,0.28610663357557176,0.3376209562735486,0.28749797674066363,0.28769024500241347,0.36174582172346326,0.324228505615689,0.36129000011796986,0.32625481666241396,0.30846612966446296,0.2412368744986744,0.2399732565857754,0.3077523184973855,0.3173456240364943,0.30784249308314116,0.19099833375206515
1NMB_N_LH,0.31296344917233937,0.3420122239724611,0.320390723422041,0.32462454066236923,0.35474699572400564,0.4093058177360142,0.3027364246452798,0.31072223599684956,0.310927602976958,0.37356532488775845,0.3122575237887338,0.29494537979624524,0.9977135361252079,1.0,0.3273836115320821,0.32312001463195184,0.3235235705134041,0.32392278286279025,0.3364558292586075,0.3313110774641829,0.3173509213961711,0.27487794580354846,0.35793477061220147,0.43917091790098295,0.31999444978762587,0.31133630423326697,0.3233828169277414,0.3238267126309382,0.29118263272682715,0.30300102884804986,0.333827001779152,0.28412115401536625,0.3443416344642293,0.3252801367770708,0.34053970680007717,0.31346245574445253,0.34331144965708027,0.21030704955224405,0.27668997981626964,0.28284701772292514,0.3457795044365166,0.286291237272959,0.28805215970829023,0.36295242032680575,0.3311874954501632,0.3501619385544121,0.32482641830761966,0.3106534222242415,0.24244605498194455,0.23715822533250985,0.33862147121321473,0.3083800975952214,0.3313869922663373,0.1822663492706082
1VFB_AB_C,0.28749548556343124,0.2648057465478507,0.26446780118495467,0.9664377566507258,0.3024826389016886,0.3181050797380854,0.997510904515535,0.9971209018472286,0.9977399464501158,0.33171237158332095,0.9641863879001009,0.28531175948376736,0.3264684485462425,0.3273836115320821,1.0,0.9647786208809348,0.9618208172566418,0.9637653419636085,0.964671983047611,0.966584608880749,0.968491093068831,0.30902714624094635,0.35469916436578924,0.31980871099272984,0.3706560765028496,0.28419852829551784,0.35984092074122254,0.35926571206443153,0.35623045079087823,0.3589077885835175,0.2550533485349775,0.29472593631814714,0.3289637668621198,0.270564481038107,0.9656635706229011,0.3068977443081129,0.27316455029209613,0.3701217954550503,0.3033285941151739,0.29388791853647334,0.3484210454655339,0.2732486142695455,0.27781762092386525,0.30054569067046094,0.3250311417039951,0.2755515102778535,0.29979642585714,0.2928158519901088,0.2732313958842649,0.25534444061284584,0.3659695417394364,0.32044520411413535,0.3365052251151365,0.29746538931454747
1XGP_AB_C,0.29280631715398625,0.2612996975214742,0.28561357441660656,0.9982369016360729,0.3026045468333459,0.32723900387034033,0.9657423857388806,0.9658404021547591,0.9645092823749012,0.34019038138875207,0.9764675659907073,0.2932262935072343,0.3154342143275235,0.32312001463195184,0.9647786208809348,1.0,0.9965436666463983,0.9984375293736594,0.9986169703458191,0.9980748048633551,0.9812678385848755,0.3101169467089101,0.3548633882132386,0.33951430047122627,0.35075051592253526,0.29460256706014926,0.3532545830929358,0.35157892711074523,0.3627051325732345,0.3702762201685256,0.2680105473752274,0.2905729025843275,0.3357530826453228,0.26922817951980627,0.9773793000398479,0.28606175843412796,0.26652395725385464,0.3664405110670485,0.3101250187064892,0.28502832308688514,0.3331187871346962,0.3043279764879501,0.28670424274752304,0.30866215196629326,0.32469582240825806,0.29810448945164153,0.3237106579073081,0.29108854266322215,0.2688266814548754,0.2485507254488306,0.36043807851659293,0.33615633494906993,0.3493416572610598,0.2922832679775438
1XGQ_AB_C,0.2956529114122533,0.2917590769544682,0.2653045904371558,0.9968937593322201,0.28443093768475997,0.3282983936887165,0.9628614385260044,0.96366671717829,0.9619932564666904,0.3378537049895426,0.9710556988662644,0.2832982163271733,0.32126088799864805,0.3235235705134041,0.9618208172566418,0.9965436666463983,1.0,0.9963998449436723,0.9960987838136697,0.996754271362665,0.9736187287517435,0.30160619352377105,0.34888541835779807,0.33630394868458424,0.3603657464285706,0.29360643604555386,0.35417307542202875,0.35537003812273277,0.36615109913860483,0.3603831498306705,0.249585356414879,0.25859597825054265,0.33456995738163775,0.27203800129149863,0.9748080787604126,0.2891881138467264,0.2874391667872644,0.3180957064875941,0.30723064470964384,0.2790372251538179,0.37347699781794286,0.30823181551439216,0.2808241226406699,0.3060870689597194,0.33782237489211964,0.30648855059480384,0.3244175982376294,0.2906179859282621,0.27444091317188896,0.2606812187247494,0.3636610662267726,0.33565976966235644,0.34657890586946793,0.2969075728933154
1XGR_AB_C,0.2945084176221659,0.29066997234027697,0.28512005098586846,0.9980005014587061,0.2870448185709927,0.3292673019999019,0.9645723048718472,0.9648729228713804,0.9636901308153265,0.3340668329974009,0.9752325953552563,0.2927232512702152,0.3125502955239992,0.32392278286279025,0.9637653419636085,0.9984375293736594,0.9963998449436723,1.0,0.9990380923801112,0.9975731784426185,0.9797504391983863,0.29904883245815045,0.32757397293616997,0.3395001057308922,0.36385356113588185,0.28712195183984657,0.3532563691647209,0.35134993234955514,0.35741994945465777,0.36483053353233047,0.2531425208271478,0.2869828319806083,0.3419973043134704,0.3084309665975982,0.9760583211363637,0.2903218607709148,0.2781854789638321,0.35260366326091597,0.31934058952671557,0.2846476521994718,0.3337976589960705,0.3042589019124615,0.2776243574753336,0.3075444237183767,0.3250751538774624,0.29209611032288235,0.2873205315490532,0.2920862670068084,0.26570125758068325,0.31214976714620507,0.36512825129389814,0.3386058202637938,0.34401585147461644,0.29395684757221313
1XGT_AB_C,0.2936477473319657,0.2868247872817861,0.2847971054499608,0.9981551180748819,0.30380232890055636,0.3284619165132103,0.9653606401049795,0.9658931483025036,0.9646069616735982,0.3295536785857001,0.9757465105126301,0.2868237567625125,0.30084368692723334,0.3364558292586075,0.964671983047611,0.9986169703458191,0.9960987838136697,0.9990380923801112,1.0,0.9980830750589723,0.9804182861283844,0.2994634709349037,0.3491313863756307,0.3391904468070595,0.36424637705314034,0.29435743073859505,0.35326884201698916,0.3554246957179264,0.35944506123262954,0.3653507601495331,0.27701625508930827,0.2930865168352262,0.33428370718400313,0.26908752547648174,0.9767959760858993,0.2895823943427546,0.27426233753087165,0.30713042748305464,0.3184582854627425,0.2783661252360033,0.3710707074139339,0.30876670483414387,0.2782046609393637,0.3137679930580499,0.34515166491314575,0.3008938489807789,0.28866210479396376,0.2897307562712628,0.2655646734196026,0.24343826223059079,0.36706290551933046,0.3366202407553179,0.3430362022727786,0.29480239381557816
1XGU_AB_C,0.2939779440629945,0.29077619423303835,0.2907665783578664,0.9992978449467557,0.2989594654756335,0.27956340474003627,0.9677712755196474,0.9676308201513337,0.9663477958097527,0.3188513233353477,0.9779945687226274,0.29783869523385065,0.30894967022693276,0.3313110774641829,0.966584608880749,0.9980748048633551,0.996754271362665,0.9975731784426185,0.9980830750589723,1.0,0.9820686276155441,0.29831598592080155,0.32660228273904873,0.33995967005138494,0.3629285689092253,0.2934885769126047,0.36723779733415945,0.3704669817651692,0.3648337295068186,0.3711846432354211,0.28508019234408205,0.34080738921463777,0.33583923611185135,0.26822832894796617,0.9792588417981454,0.29131630984744006,0.2577664873490308,0.36858263951259307,0.3084626008995484,0.280777795423645,0.3317432565286041,0.29950402417224314,0.2876124131584818,0.3072233753844952,0.32498126260978893,0.3057120158639819,0.2839571330088212,0.29807182631098567,0.2644171757943698,0.25716826965086387,0.36135183228080614,0.335699818907593,0.3442916772506394,0.2959669870582861
1YQV_HL_Y,0.2958001414336041,0.27261878677702367,0.2850179119337003,0.9817344619389278,0.3055106429883721,0.330127413978382,0.967249432006583,0.9663283913519729,0.9671837464453105,0.3386254850488909,0.9839785231382571,0.28493464625562404,0.30631719421254444,0.3173509213961711,0.968491093068831,0.9812678385848755,0.9736187287517435,0.9797504391983863,0.9804182861283844,0.9820686276155441,1.0,0.2946988963723974,0.3319247710236926,0.3470609207946546,0.35935785232165784,0.2779026447430656,0.3560680925176468,0.3537449818927905,0.3598546359626837,0.36803639731725246,0.2631231161833776,0.3220364375286235,0.33325792215735306,0.2697429520935331,0.9776591413513025,0.27077754975516993,0.3126066377092602,0.36805861776227194,0.31217848449879476,0.2809685936546741,0.33058331533141927,0.278113296835143,0.31656596515787766,0.31306853359266984,0.33444629391141173,0.3012014842671358,0.320091769410212,0.29293814542952157,0.27230849478774083,0.23356370847141222,0.3657962632788341,0.33492235206492516,0.33786376384890143,0.29425387406883297
1YY9_CD_A,0.2940506745167612,0.291987604848644,0.2913602003948688,0.305583905473334,0.25374561450242816,0.2717418097777197,0.29591696603877393,0.2985904451530317,0.3098953561386718,0.3234347510981896,0.30681238332032906,0.5236473677105232,0.2745787403499601,0.27487794580354846,0.30902714624094635,0.3101169467089101,0.30160619352377105,0.29904883245815045,0.2994634709349037,0.29831598592080155,0.2946988963723974,1.0,0.3151218540540268,0.3358907038755905,0.28960483042556406,0.26901544088790164,0.2920315200997213,0.29202544633774985,0.26469100553116653,0.25696877465289436,0.301378270076027,0.5235788791027347,0.24230362692402355,0.28275638153533783,0.29871905370346047,0.2616812590887691,0.2843289505079474,0.23753825647872273,0.4799469509715102,0.24217455068138471,0.28053594570948653,0.24307879759582574,0.24098335599333087,0.28616158967054817,0.2736458832558302,0.292134180317323,0.277547735623712,0.9847823285943283,0.8160061788645991,0.8405288149093951,0.26928017042196656,0.24941387166833456,0.2808629677315247,0.1802310691636079
2B2X_HL_A,0.3194277678892175,0.2622335382051911,0.25716786249738893,0.3194903377660566,0.3078068931289538,0.4400409039732883,0.35112107428112377,0.3549141229805861,0.3467027361580557,0.9909145026166869,0.32784572756092106,0.36253547387777096,0.3577252699601167,0.35793477061220147,0.35469916436578924,0.3548633882132386,0.34888541835779807,0.32757397293616997,0.3491313863756307,0.32660228273904873,0.3319247710236926,0.3151218540540268,1.0,0.3599852197929014,0.49369977732838133,0.3231730525570402,0.3491569387668824,0.34883814438114014,0.2974164651941015,0.2981398340221316,0.26794757519606743,0.35320670050292713,0.31523503817775816,0.31384272843394895,0.31957570554843107,0.3394974206408175,0.3284059388617786,0.2755661625756124,0.3532405027250849,0.3242899297217435,0.32758707332923415,0.3270146879019969,0.32326318509240154,0.317921492020272,0.32938576252379986,0.33401406145914747,0.28463294991799876,0.3085448644807011,0.3160252777059907,0.31652071710496354,0.3285102251675692,0.34896894771818765,0.23838442894485135,0.2756014154181608
2BDN_HL_A,0.35273728682112065,0.36402332353021327,0.36872182041,0.3396270474603894,0.3451811559577289,0.368852897270027,0.3216698508825054,0.3200115698757063,0.32058343415377477,0.33966675798717505,0.2880851055362119,0.3631879910026015,0.4339835019317641,0.43917091790098295,0.31980871099272984,0.33951430047122627,0.33630394868458424,0.3395001057308922,0.3391904468070595,0.33995967005138494,0.3470609207946546,0.3358907038755905,0.3599852197929014,1.0,0.3008636209952303,0.3363490209165603,0.3791275507134418,0.3696959801543587,0.27849750218957703,0.279030229269011,0.25440825809385575,0.3370587563292879,0.4341434053508691,0.3547682243469642,0.33177572245054526,0.3024977169830548,0.3686633673958298,0.31016241840186715,0.34399353137892424,0.32292038448407995,0.4657395911184873,0.32541215223081243,0.34730731018150807,0.3713426864022472,0.34923765848400373,0.3570714293914356,0.3120198425852465,0.38455335075628094,0.37473728368798526,0.3824010416488699,0.3206896967105083,0.3475338772573363,0.331129688720356,0.3773083426991119
2JEL_LH_P,0.4038019412539534,0.3329017221751505,0.3311902446893541,0.36325067559355134,0.4083554979448914,0.38989797189490066,0.3460294897401952,0.3435285818924236,0.3418230963096869,0.49571196998663464,0.3592824851942349,0.3202474941898378,0.3226265608609391,0.31999444978762587,0.3706560765028496,0.35075051592253526,0.3603657464285706,0.36385356113588185,0.36424637705314034,0.3629285689092253,0.35935785232165784,0.28960483042556406,0.49369977732838133,0.3008636209952303,1.0,0.3535688245099836,0.36658911194903393,0.361142164255922,0.3247932172552062,0.3252793760684201,0.31442964750005,0.3125571304818137,0.4177923556239042,0.33938894757499205,0.3654435157227946,0.32906400128801366,0.3389627142180948,0.39289649455792586,0.3489603482523763,0.37765149985209157,0.39262299959878155,0.38775046973940674,0.3753851351566196,0.4365469315535409,0.4650430178454458,0.34825310142549143,0.36217952356157523,0.28020534843654615,0.2775758993072497,0.28169494298425296,0.38076495053363035,0.36776495278478694,0.3758836338682098,0.3356221594231373
2NY7_HL_G,0.306235257988038,0.2733014402704026,0.2703868687206347,0.29374491474234166,0.3350350953015557,0.44674821802055303,0.29673340367283496,0.2921718760985394,0.29669625973302494,0.33918791735347953,0.28329684895666896,0.28045912977682136,0.2931819561744395,0.31133630423326697,0.28419852829551784,0.29460256706014926,0.29360643604555386,0.28712195183984657,0.29435743073859505,0.2934885769126047,0.2779026447430656,0.26901544088790164,0.3231730525570402,0.3363490209165603,0.3535688245099836,1.0,0.34448608626871713,0.32588643325721073,0.27288709047177295,0.2869065847717075,0.30222831463070965,0.27487073416808927,0.3199244258640678,0.3662440883134126,0.2832716690123182,0.8134277699300465,0.37428672994119505,0.2618032388446522,0.27911011358920784,0.8230212547371688,0.32593481064921564,0.8230191732975719,0.8177446498397885,0.24463107843917445,0.3514216534187601,0.3305932527504177,0.6586456863575109,0.29151604897363653,0.2580403746766811,0.2615429337966827,0.35016882248476655,0.2941400210189512,0.3356194119206242,0.22508420274756907
